Mode,Start_Time,Animal,Weight,Unit
1,2026-06-18 00:36:32.941007,12186133157,0,2
2,2026-06-18 00:36:34.361567,12186133157,0,2
2,2026-06-18 00:36:34.361567,12186133157,15.35,2
OPEN,2026-06-18 00:37:12.941798,0,0
1,2026-06-18 00:41:40.590307,12186133157,0,2
1,2026-06-18 00:41:40.590307,12186133157,15.64,2
OPEN,2026-06-18 00:42:20.590977,0,0
1,2026-06-18 00:44:24.852396,121859271,0,2
2,2026-06-18 00:44:26.473033,121859271,0,2
2,2026-06-18 00:44:26.473033,121859271,17.99,2
OPEN,2026-06-18 00:45:04.853311,0,0
1,2026-06-18 00:53:13.585450,121839170,0,2
1,2026-06-18 00:53:13.585450,121839170,11.16,2
OPEN,2026-06-18 00:53:53.586168,0,0
1,2026-06-18 01:42:37.603703,121836132,0,2
1,2026-06-18 01:42:37.603703,121836132,15.62,2
OPEN,2026-06-18 01:43:17.604448,0,0
1,2026-06-18 01:44:35.201370,121836132,0,2
1,2026-06-18 01:44:35.201370,121836132,10.83,2
OPEN,2026-06-18 01:45:15.202505,0,0
1,2026-06-18 01:49:35.324341,121836132,0,2
1,2026-06-18 01:49:35.324341,121836132,14.74,2
OPEN,2026-06-18 01:50:15.324737,0,0
1,2026-06-18 01:55:20.399939,1218496122,0,2
1,2026-06-18 01:55:20.399939,1218496122,0,2
OPEN,2026-06-18 01:56:00.400489,0,0
1,2026-06-18 01:58:37.590918,1218496122,0,2
1,2026-06-18 01:58:37.590918,1218496122,14.76,2
OPEN,2026-06-18 01:59:17.591507,0,0
1,2026-06-18 02:00:24.388074,1218496122,0,2
1,2026-06-18 02:00:24.388074,1218496122,10.41,2
OPEN,2026-06-18 02:01:04.388773,0,0
1,2026-06-18 02:02:31.315435,121836132,0,2
1,2026-06-18 02:02:31.315435,121836132,14.88,2
OPEN,2026-06-18 02:03:11.315959,0,0
1,2026-06-18 02:06:54.858946,1218496122,0,2
1,2026-06-18 02:06:54.858946,1218496122,12.05,2
OPEN,2026-06-18 02:07:34.859481,0,0
999,2026-06-18 02:10:44.541905,1102000232,999,2
1,2026-06-18 02:10:44.546682,1218496122,0,2
1,2026-06-18 02:10:44.546682,1218496122,15.865000000000002,2
OPEN,2026-06-18 02:11:24.547375,0,0
1,2026-06-18 02:13:01.762856,1218496122,0,2
1,2026-06-18 02:13:01.762856,1218496122,0,2
OPEN,2026-06-18 02:13:41.763486,0,0
1,2026-06-18 02:17:33.693686,1218496122,0,2
1,2026-06-18 02:17:33.693686,1218496122,0,2
OPEN,2026-06-18 02:18:13.694279,0,0
1,2026-06-18 02:22:25.933445,1218496122,0,2
1,2026-06-18 02:22:25.933445,1218496122,14.8,2
OPEN,2026-06-18 02:23:05.934517,0,0
1,2026-06-18 02:25:56.661821,1218496122,0,2
1,2026-06-18 02:25:56.661821,1218496122,13.435,2
OPEN,2026-06-18 02:26:36.662465,0,0
1,2026-06-18 02:29:18.269408,1218496122,0,2
1,2026-06-18 02:29:18.269408,1218496122,12.559999999999999,2
OPEN,2026-06-18 02:29:58.270102,0,0
