Mode,Start_Time,Animal,Unit
OPEN,2026-06-02 00:00:31.285678,0,0
1,2026-06-02 00:00:47.124082,12186133157,0,1
1,2026-06-02 00:00:47.124082,12186133157,22.915,1
1,2026-06-02 00:01:15.418327,12186133157,0,2
solo,2026-06-02 00:01:15.622648,0,0
1,2026-06-02 00:01:15.418327,12186133157,23.145,2
OPEN,2026-06-02 00:01:55.623401,0,0
1,2026-06-02 00:02:10.897508,12186133157,0,2
1,2026-06-02 00:02:10.897508,12186133157,23.52,2
1,2026-06-02 00:03:18.938041,12186133157,0,1
solo,2026-06-02 00:03:19.140987,0,0
1,2026-06-02 00:03:18.938041,12186133157,23.085,1
OPEN,2026-06-02 00:03:59.141699,0,0
1,2026-06-02 00:04:05.307010,12186133157,0,1
1,2026-06-02 00:04:05.307010,12186133157,23.415,1
1,2026-06-02 00:04:29.976060,12186133157,0,2
solo,2026-06-02 00:04:30.181080,0,0
1,2026-06-02 00:04:29.976060,12186133157,23.23,2
OPEN,2026-06-02 00:05:10.181875,0,0
1,2026-06-02 00:05:23.764840,1218496122,0,2
1,2026-06-02 00:05:23.764840,1218496122,25.625,2
1,2026-06-02 00:05:37.265945,1218496122,0,1
solo,2026-06-02 00:05:37.469625,0,0
1,2026-06-02 00:05:37.265945,1218496122,-10.64,1
OPEN,2026-06-02 00:06:17.470397,0,0
1,2026-06-02 00:06:20.420126,12186133157,0,2
1,2026-06-02 00:06:20.420126,12186133157,23.34,2
2,2026-06-02 00:06:27.803440,12186133157,0,2
1,2026-06-02 00:06:28.285053,121859271,0,1
1,2026-06-02 00:06:28.285053,121859271,23.549999999999997,1
start Lindzey,2026-06-02 00:06:37.423116,0,0
2,2026-06-02 00:06:44.403233,121859271,0,1
3,2026-06-02 00:06:49.069131,121859271,0,1
4,2026-06-02 00:06:53.375919,121859271,0,1
5,2026-06-02 00:07:10.603749,121859271,0,1
6,2026-06-02 00:07:12.398397,121859271,0,1
7,2026-06-02 00:07:28.842697,121859271,0,1
3,2026-06-02 00:07:59.542781,12186133157,0,2
4,2026-06-02 00:08:00.758254,121859271,0,2
