Mode,Start_Time,Animal,Weight,Unit
1,2026-06-11 00:07:01.262441,121859271,0,2
1,2026-06-11 00:07:01.262441,121859271,17.54,2
OPEN,2026-06-11 00:07:41.263140,0,0
1,2026-06-11 00:22:06.717709,1218496122,0,2
1,2026-06-11 00:22:06.717709,1218496122,11.54,2
OPEN,2026-06-11 00:22:46.718273,0,0
1,2026-06-11 00:38:21.720608,121839170,0,2
1,2026-06-11 00:38:21.720608,121839170,16.975,2
OPEN,2026-06-11 00:39:01.721273,0,0
1,2026-06-11 02:08:04.981173,12186133157,0,1
1,2026-06-11 02:08:04.981173,12186133157,0,1
OPEN,2026-06-11 02:08:44.981870,0,0
999,2026-06-11 02:37:27.271959,1102000232,999,1
1,2026-06-11 02:37:27.277397,12186133157,0,1
1,2026-06-11 02:37:27.277397,12186133157,10.645,1
OPEN,2026-06-11 02:38:07.277957,0,0
1,2026-06-11 02:41:18.074370,12186133157,0,1
1,2026-06-11 02:41:18.074370,12186133157,22.18,1
OPEN,2026-06-11 02:42:08.204261,0,0
1,2026-06-11 02:45:46.105366,12186133157,0,1
1,2026-06-11 02:45:46.105366,12186133157,0,1
OPEN,2026-06-11 02:46:26.106041,0,0
1,2026-06-11 02:49:23.146480,12186133157,0,1
1,2026-06-11 02:49:23.146480,12186133157,22.03,1
OPEN,2026-06-11 02:50:04.525805,0,0
1,2026-06-11 02:58:46.237906,1218496122,0,2
1,2026-06-11 02:58:46.237906,1218496122,13.195,2
OPEN,2026-06-11 02:59:26.238464,0,0
1,2026-06-11 03:06:08.487497,121836132,0,1
1,2026-06-11 03:06:08.487497,121836132,10.06,1
OPEN,2026-06-11 03:06:48.488213,0,0
1,2026-06-11 04:15:47.905340,1218496122,0,2
1,2026-06-11 04:15:47.905340,1218496122,10.649999999999999,2
OPEN,2026-06-11 04:16:27.905940,0,0
1,2026-06-11 05:15:38.803502,1218496122,0,2
1,2026-06-11 05:15:38.803502,1218496122,10.530000000000001,2
OPEN,2026-06-11 05:16:18.804105,0,0
1,2026-06-11 05:59:03.887254,1218496122,0,2
1,2026-06-11 05:59:03.887254,1218496122,12.07,2
OPEN,2026-06-11 05:59:43.887738,0,0
1,2026-06-11 06:03:19.681315,12186133157,0,1
1,2026-06-11 06:03:19.681315,12186133157,21.990000000000002,1
2,2026-06-11 06:03:44.810860,12186133157,0,1
OPEN,2026-06-11 06:03:59.683276,0,0
1,2026-06-11 06:13:08.026303,12186133157,0,1
1,2026-06-11 06:13:08.026303,12186133157,0,1
OPEN,2026-06-11 06:13:48.026879,0,0
1,2026-06-11 06:16:15.670654,12186133157,0,1
1,2026-06-11 06:16:15.670654,12186133157,21.63,1
2,2026-06-11 06:16:43.825802,12186133157,0,1
OPEN,2026-06-11 06:16:55.671272,0,0
1,2026-06-11 06:24:38.446351,12186133157,0,1
