Mode,Start_Time,Animal,Unit
OPEN,2026-06-07 00:00:10.311529,0,0
1,2026-06-07 00:07:01.129579,121839170,0,2
1,2026-06-07 00:07:01.129579,121839170,24.285,2
1,2026-06-07 00:07:11.502065,121839170,0,1
solo,2026-06-07 00:07:11.706353,0,0
1,2026-06-07 00:07:11.502065,121839170,23.74,1
OPEN,2026-06-07 00:07:51.707010,0,0
1,2026-06-07 00:41:12.983167,121836132,0,1
1,2026-06-07 00:41:12.983167,121836132,19.45,1
1,2026-06-07 00:41:19.811817,121836132,0,2
solo,2026-06-07 00:41:20.016055,0,0
1,2026-06-07 00:41:19.811817,121836132,22.03,2
OPEN,2026-06-07 00:42:00.016760,0,0
1,2026-06-07 00:50:54.288505,121836132,0,2
1,2026-06-07 00:50:54.288505,121836132,22.78,2
1,2026-06-07 00:51:01.275960,121836132,0,1
solo,2026-06-07 00:51:01.478819,0,0
1,2026-06-07 00:51:01.275960,121836132,21.88,1
OPEN,2026-06-07 00:51:41.479499,0,0
1,2026-06-07 00:59:02.800654,121836132,0,1
1,2026-06-07 00:59:02.800654,121836132,21.814999999999998,1
1,2026-06-07 00:59:11.035344,121836132,0,2
solo,2026-06-07 00:59:11.238875,0,0
1,2026-06-07 00:59:11.035344,121836132,22.645000000000003,2
OPEN,2026-06-07 00:59:51.239629,0,0
1,2026-06-07 01:09:49.804071,121836132,0,2
1,2026-06-07 01:09:49.804071,121836132,22.6,2
1,2026-06-07 01:09:56.654946,121836132,0,1
solo,2026-06-07 01:09:56.858,0,0
2,2026-06-07 01:10:00.300701,121836132,0,1
2,2026-06-07 01:10:00.300701,121836132,21.759999999999998,1
OPEN,2026-06-07 01:10:40.302973,0,0
1,2026-06-07 01:14:01.951392,12186133157,0,1
1,2026-06-07 01:14:01.951392,12186133157,22.2,1
1,2026-06-07 01:14:08.878880,12186133157,0,2
solo,2026-06-07 01:14:09.082063,0,0
1,2026-06-07 01:14:08.878880,12186133157,22.990000000000002,2
OPEN,2026-06-07 01:14:49.082747,0,0
1,2026-06-07 01:19:10.104317,12186133157,0,2
1,2026-06-07 01:19:10.104317,12186133157,23.31,2
1,2026-06-07 01:19:18.096394,12186133157,0,1
solo,2026-06-07 01:19:18.300748,0,0
1,2026-06-07 01:19:18.096394,12186133157,21.76,1
OPEN,2026-06-07 01:19:58.301487,0,0
1,2026-06-07 02:08:12.766632,121859271,0,1
1,2026-06-07 02:08:12.766632,121859271,21.945,1
1,2026-06-07 02:08:19.231270,121859271,0,2
solo,2026-06-07 02:08:19.435841,0,0
1,2026-06-07 02:08:19.231270,121859271,23.13,2
OPEN,2026-06-07 02:08:59.436544,0,0
1,2026-06-07 02:09:00.572967,1218496122,0,1
1,2026-06-07 02:09:00.572967,1218496122,18.39,1
1,2026-06-07 02:09:07.042172,1218496122,0,2
solo,2026-06-07 02:09:07.246254,0,0
1,2026-06-07 02:09:07.042172,1218496122,22.91,2
OPEN,2026-06-07 02:09:47.246876,0,0
1,2026-06-07 02:10:58.516301,1218496122,0,2
1,2026-06-07 02:10:58.516301,1218496122,23.25,2
1,2026-06-07 02:11:05.492757,1218496122,0,1
solo,2026-06-07 02:11:05.697383,0,0
1,2026-06-07 02:11:05.492757,1218496122,21.115,1
2,2026-06-07 02:11:18.168435,121839170,0,1
2,2026-06-07 02:11:22.397391,121839170,0,2
OPEN,2026-06-07 02:12:02.400193,0,0
1,2026-06-07 02:12:10.456158,1218496122,0,1
1,2026-06-07 02:12:10.456158,1218496122,22.355,1
1,2026-06-07 02:12:22.469935,1218496122,0,2
solo,2026-06-07 02:12:22.674878,0,0
1,2026-06-07 02:12:22.469935,1218496122,23.395,2
OPEN,2026-06-07 02:13:02.675610,0,0
1,2026-06-07 02:13:04.927559,121859271,0,2
2,2026-06-07 02:13:08.771467,121859271,0,2
2,2026-06-07 02:13:08.771467,121859271,23.365000000000002,2
1,2026-06-07 02:13:12.016036,121859271,0,1
solo,2026-06-07 02:13:12.220537,0,0
1,2026-06-07 02:13:12.016036,121859271,18.8,1
