Mode,Start_Time,Animal,Weight,Unit
1,2026-06-17 01:06:24.768264,1218496122,0,2
1,2026-06-17 01:06:24.768264,1218496122,12.39,2
OPEN,2026-06-17 01:07:04.768932,0,0
1,2026-06-17 01:08:44.677602,1218496122,0,2
1,2026-06-17 01:08:44.677602,1218496122,10.6,2
OPEN,2026-06-17 01:09:24.678215,0,0
1,2026-06-17 01:13:00.497390,1218496122,0,2
1,2026-06-17 01:13:00.497390,1218496122,15.78,2
OPEN,2026-06-17 01:13:40.498118,0,0
1,2026-06-17 01:14:37.863338,1218496122,0,2
1,2026-06-17 01:14:37.863338,1218496122,12.774999999999999,2
OPEN,2026-06-17 01:15:17.863991,0,0
1,2026-06-17 01:33:42.201668,1218496122,0,2
1,2026-06-17 01:33:42.201668,1218496122,12.355,2
OPEN,2026-06-17 01:34:22.202257,0,0
1,2026-06-17 01:36:10.914269,1218496122,0,2
1,2026-06-17 01:36:10.914269,1218496122,11.67,2
OPEN,2026-06-17 01:36:50.914913,0,0
1,2026-06-17 01:38:01.158780,1218496122,0,2
1,2026-06-17 01:38:01.158780,1218496122,0,2
OPEN,2026-06-17 01:38:41.159435,0,0
1,2026-06-17 01:39:12.382241,1218496122,0,2
1,2026-06-17 01:39:12.382241,1218496122,13.075,2
OPEN,2026-06-17 01:39:52.382781,0,0
999,2026-06-17 01:40:03.177952,1102000232,999,2
1,2026-06-17 01:40:03.183441,1218496122,0,2
1,2026-06-17 01:40:03.183441,1218496122,15.42,2
OPEN,2026-06-17 01:40:43.184041,0,0
1,2026-06-17 02:00:20.849401,1218496122,0,2
1,2026-06-17 02:00:20.849401,1218496122,10.4,2
OPEN,2026-06-17 02:01:00.850002,0,0
1,2026-06-17 02:06:59.307904,1218496122,0,2
1,2026-06-17 02:06:59.307904,1218496122,0,2
OPEN,2026-06-17 02:07:39.308513,0,0
1,2026-06-17 02:07:42.320967,1218496122,0,2
1,2026-06-17 02:07:42.320967,1218496122,13.645,2
OPEN,2026-06-17 02:08:22.321427,0,0
1,2026-06-17 02:13:27.740917,12186133157,0,2
1,2026-06-17 02:13:27.740917,12186133157,14.129999999999999,2
OPEN,2026-06-17 02:14:07.741562,0,0
1,2026-06-17 02:21:05.708248,121836132,0,2
1,2026-06-17 02:21:05.708248,121836132,11.27,2
OPEN,2026-06-17 02:21:45.708747,0,0
1,2026-06-17 02:37:52.120595,12186133157,0,2
1,2026-06-17 02:37:52.120595,12186133157,12.370000000000001,2
OPEN,2026-06-17 02:38:32.121149,0,0
1,2026-06-17 02:48:58.174723,12186133157,0,2
1,2026-06-17 02:48:58.174723,12186133157,11.93,2
OPEN,2026-06-17 02:49:38.175334,0,0
1,2026-06-17 02:52:51.479762,12186133157,0,2
1,2026-06-17 02:52:51.479762,12186133157,11.27,2
OPEN,2026-06-17 02:53:31.480322,0,0
1,2026-06-17 03:15:52.880246,12186133157,0,2
1,2026-06-17 03:15:52.880246,12186133157,10.7,2
OPEN,2026-06-17 03:16:32.880934,0,0
1,2026-06-17 03:17:46.771567,12186133157,0,2
1,2026-06-17 03:17:46.771567,12186133157,13.97,2
OPEN,2026-06-17 03:18:26.772206,0,0
1,2026-06-17 03:27:35.971030,121859271,0,2
1,2026-06-17 03:27:35.971030,121859271,14.95,2
OPEN,2026-06-17 03:28:15.971614,0,0
1,2026-06-17 03:29:12.428347,121836132,0,2
1,2026-06-17 03:29:12.428347,121836132,14.385,2
OPEN,2026-06-17 03:29:52.428837,0,0
1,2026-06-17 05:05:43.099206,121859271,0,2
1,2026-06-17 05:05:43.099206,121859271,12.65,2
OPEN,2026-06-17 05:06:23.099860,0,0
1,2026-06-17 05:12:43.694062,121859271,0,2
1,2026-06-17 05:12:43.694062,121859271,12.01,2
OPEN,2026-06-17 05:13:23.694756,0,0
1,2026-06-17 05:15:35.203577,121859271,0,2
1,2026-06-17 05:15:35.203577,121859271,13.9,2
OPEN,2026-06-17 05:16:15.204153,0,0
1,2026-06-17 05:16:39.021257,12186133157,0,2
2,2026-06-17 05:16:40.240405,12186133157,0,2
2,2026-06-17 05:16:40.240405,12186133157,13.49,2
OPEN,2026-06-17 05:17:19.022001,0,0
1,2026-06-17 05:30:24.581731,1218496122,0,2
1,2026-06-17 05:30:24.581731,1218496122,12.38,2
