Mode,Start_Time,Animal,Weight,Unit
1,2026-06-08 01:15:47.384836,12186133157,0,1
1,2026-06-08 01:15:47.384836,12186133157,22.57,1
1,2026-06-08 01:16:11.183789,12186133157,0,2
solo,2026-06-08 01:16:11.388054,0,0
1,2026-06-08 01:16:11.183789,12186133157,21.54,2
OPEN,2026-06-08 01:16:51.389656,0,0
1,2026-06-08 01:21:53.870083,12186133157,0,2
1,2026-06-08 01:21:53.870083,12186133157,23.22,2
1,2026-06-08 01:22:04.208988,12186133157,0,1
1,2026-06-08 01:22:04.208988,12186133157,20.05,1
solo,2026-06-08 01:22:08.373544,0,0
OPEN,2026-06-08 01:22:48.374323,0,0
1,2026-06-08 01:22:50.200250,1218496122,0,1
1,2026-06-08 01:22:50.200250,1218496122,22.68,1
1,2026-06-08 01:23:06.178450,1218496122,0,2
solo,2026-06-08 01:23:06.381316,0,0
1,2026-06-08 01:23:06.178450,1218496122,22.83,2
OPEN,2026-06-08 01:23:46.382089,0,0
1,2026-06-08 01:26:26.208249,1218496122,0,2
1,2026-06-08 01:26:26.208249,1218496122,23.025,2
1,2026-06-08 01:26:36.788642,1218496122,0,1
1,2026-06-08 01:26:36.788642,1218496122,19.3,1
OPEN,2026-06-08 01:27:16.789305,0,0
1,2026-06-08 02:19:03.409355,121839170,0,1
1,2026-06-08 02:19:03.409355,121839170,23.845,1
OPEN,2026-06-08 02:19:47.247441,0,0
1,2026-06-08 02:28:32.761050,121839170,0,2
1,2026-06-08 02:28:32.761050,121839170,24.235,2
1,2026-06-08 02:28:45.404938,121839170,0,1
1,2026-06-08 02:28:45.404938,121839170,22.12,1
solo,2026-06-08 02:28:49.551529,0,0
OPEN,2026-06-08 02:29:29.552212,0,0
1,2026-06-08 03:36:43.408604,121836132,0,1
1,2026-06-08 03:36:43.408604,121836132,21.92,1
1,2026-06-08 03:37:14.707556,121836132,0,2
1,2026-06-08 03:37:14.707556,121836132,22.555,2
OPEN,2026-06-08 03:37:54.708105,0,0
1,2026-06-08 03:38:01.701241,12186133157,0,1
1,2026-06-08 03:38:01.701241,12186133157,22.74,1
1,2026-06-08 03:38:27.336783,12186133157,0,2
1,2026-06-08 03:38:27.336783,12186133157,22.815,2
OPEN,2026-06-08 03:39:07.337420,0,0
1,2026-06-08 03:40:55.423095,121836132,0,2
1,2026-06-08 03:40:55.423095,121836132,23.025,2
1,2026-06-08 03:41:15.271405,121836132,0,1
1,2026-06-08 03:41:15.271405,121836132,20.83,1
solo,2026-06-08 03:41:19.368512,0,0
OPEN,2026-06-08 03:41:59.369110,0,0
1,2026-06-08 03:43:14.751818,12186133157,0,2
1,2026-06-08 03:43:14.751818,12186133157,24.025,2
1,2026-06-08 03:43:27.475702,12186133157,0,1
1,2026-06-08 03:43:27.475702,12186133157,22.31,1
solo,2026-06-08 03:43:31.544696,0,0
OPEN,2026-06-08 03:44:11.545408,0,0
1,2026-06-08 03:59:07.761770,121836132,0,1
1,2026-06-08 03:59:07.761770,121836132,22.03,1
1,2026-06-08 03:59:58.409827,121836132,0,2
solo,2026-06-08 03:59:58.614739,0,0
1,2026-06-08 03:59:58.409827,121836132,22.24,2
OPEN,2026-06-08 04:00:38.615413,0,0
1,2026-06-08 04:07:59.163875,121836132,0,2
1,2026-06-08 04:07:59.163875,121836132,22.560000000000002,2
1,2026-06-08 04:08:14.117046,121836132,0,1
1,2026-06-08 04:08:14.117046,121836132,21.76,1
solo,2026-06-08 04:08:18.188683,0,0
OPEN,2026-06-08 04:08:58.189393,0,0
1,2026-06-08 04:34:25.351928,1218496122,0,1
1,2026-06-08 04:34:25.351928,1218496122,22.11,1
1,2026-06-08 04:34:37.332510,1218496122,0,2
solo,2026-06-08 04:34:37.537076,0,0
1,2026-06-08 04:34:37.332510,1218496122,21.16,2
OPEN,2026-06-08 04:35:17.537869,0,0
1,2026-06-08 04:37:28.736425,1218496122,0,2
1,2026-06-08 04:37:28.736425,1218496122,23.085,2
1,2026-06-08 04:37:41.309307,1218496122,0,1
1,2026-06-08 04:37:41.309307,1218496122,20.92,1
solo,2026-06-08 04:37:45.467705,0,0
OPEN,2026-06-08 04:38:25.468465,0,0
1,2026-06-08 05:31:34.009069,12186133157,0,1
1,2026-06-08 05:31:34.009069,12186133157,22.265,1
1,2026-06-08 05:31:46.709208,12186133157,0,2
solo,2026-06-08 05:31:46.912519,0,0
1,2026-06-08 05:31:46.709208,12186133157,22.78,2
OPEN,2026-06-08 05:32:26.913219,0,0
1,2026-06-08 05:38:40.080206,1218496122,0,1
1,2026-06-08 05:38:40.080206,1218496122,22.58,1
1,2026-06-08 05:39:08.055904,1218496122,0,2
solo,2026-06-08 05:39:11.895619,0,0
1,2026-06-08 05:39:08.055904,1218496122,34.715,2
2,2026-06-08 05:39:12.311296,12186133157,0,2
3,2026-06-08 05:39:26.097642,12186133157,0,2
4,2026-06-08 05:39:34.754926,12186133157,0,2
5,2026-06-08 05:39:45.114510,1218496122,0,2
6,2026-06-08 05:40:09.487614,12186133157,0,2
2,2026-06-08 05:40:16.427576,12186133157,0,1
OPEN,2026-06-08 05:40:56.430184,0,0
1,2026-06-08 05:42:42.769154,121839170,0,1
2,2026-06-08 05:42:45.804821,121839170,0,1
2,2026-06-08 05:42:45.804821,121839170,23.240000000000002,1
1,2026-06-08 05:42:54.085285,121839170,0,2
solo,2026-06-08 05:42:54.289864,0,0
1,2026-06-08 05:42:54.085285,121839170,21.91,2
OPEN,2026-06-08 05:43:34.290627,0,0
1,2026-06-08 05:48:15.289694,1218496122,0,2
1,2026-06-08 05:48:15.289694,1218496122,22.61,2
1,2026-06-08 05:48:26.964945,1218496122,0,1
1,2026-06-08 05:48:26.964945,1218496122,21.8,1
solo,2026-06-08 05:48:31.062078,0,0
OPEN,2026-06-08 05:49:11.062747,0,0
1,2026-06-08 05:49:23.131738,1218496122,0,1
1,2026-06-08 05:49:23.131738,1218496122,22.59,1
1,2026-06-08 05:50:02.594702,1218496122,0,2
solo,2026-06-08 05:50:02.799068,0,0
1,2026-06-08 05:50:02.594702,1218496122,20.78,2
2,2026-06-08 05:50:13.976277,121839170,0,2
3,2026-06-08 05:50:16.916704,121839170,0,2
2,2026-06-08 05:50:34.133418,121839170,0,1
4,2026-06-08 05:50:56.083595,1218496122,0,2
3,2026-06-08 05:51:06.888901,1218496122,0,1
OPEN,2026-06-08 05:51:46.891820,0,0
1,2026-06-08 05:54:23.094899,121839170,0,1
1,2026-06-08 05:54:23.094899,121839170,24.08,1
1,2026-06-08 05:54:45.442230,121839170,0,2
solo,2026-06-08 05:54:45.645998,0,0
1,2026-06-08 05:54:45.442230,121839170,23.825000000000003,2
OPEN,2026-06-08 05:55:25.646635,0,0
1,2026-06-08 06:00:11.327161,121839170,0,2
1,2026-06-08 06:00:11.327161,121839170,24.259999999999998,2
2,2026-06-08 06:00:40.467656,121839170,0,2
OPEN,2026-06-08 06:00:51.327758,0,0
1,2026-06-08 06:00:55.211382,121839170,0,1
1,2026-06-08 06:00:55.211382,121839170,23.16,1
2,2026-06-08 06:01:13.286509,121839170,0,1
OPEN,2026-06-08 06:01:59.230629,0,0
1,2026-06-08 06:07:14.587700,121839170,0,2
1,2026-06-08 06:07:14.587700,121839170,24.275,2
OPEN,2026-06-08 06:07:57.379227,0,0
1,2026-06-08 06:14:31.894308,121836132,0,1
1,2026-06-08 06:14:31.894308,121836132,22.205,1
1,2026-06-08 06:14:49.096034,121836132,0,2
solo,2026-06-08 06:14:49.299358,0,0
1,2026-06-08 06:14:49.096034,121836132,22.555,2
OPEN,2026-06-08 06:15:29.300039,0,0
1,2026-06-08 06:18:12.162951,121836132,0,2
1,2026-06-08 06:18:12.370626,121839170,0,1
start Lindzey,2026-06-08 06:18:13.584279,0,0
1,2026-06-08 06:18:12.162951,121836132,22.55,2
1,2026-06-08 06:18:12.370626,121839170,23.935000000000002,1
2,2026-06-08 06:18:36.144359,121836132,0,2
3,2026-06-08 06:18:43.978331,121839170,0,2
4,2026-06-08 06:18:46.297829,121839170,0,2
5,2026-06-08 06:18:47.669870,121839170,0,2
6,2026-06-08 06:18:48.036283,121836132,0,2
2,2026-06-08 06:19:05.390834,121839170,0,1
3,2026-06-08 06:19:11.967926,121836132,0,1
End Lindzey,2026-06-08 06:19:41.969825,0,0
OPEN,2026-06-08 06:19:51.970233,0,0
1,2026-06-08 06:23:16.901491,121836132,0,1
1,2026-06-08 06:23:16.901491,121836132,22.51,1
1,2026-06-08 06:25:18.244936,121836132,0,2
solo,2026-06-08 06:25:18.449700,0,0
1,2026-06-08 06:25:18.244936,121836132,21.994999999999997,2
OPEN,2026-06-08 06:25:58.450399,0,0
1,2026-06-08 06:26:58.067879,121836132,0,2
1,2026-06-08 06:26:58.067879,121836132,22.445,2
1,2026-06-08 06:27:14.426989,121836132,0,1
solo,2026-06-08 06:27:15.238040,0,0
1,2026-06-08 06:27:14.426989,121836132,21.76,1
2,2026-06-08 06:27:19.433786,121836132,0,1
3,2026-06-08 06:27:23.104259,121836132,0,1
4,2026-06-08 06:27:27.161423,121836132,0,1
5,2026-06-08 06:27:39.752944,121836132,0,1
OPEN,2026-06-08 06:28:19.755956,0,0
1,2026-06-08 06:34:21.270378,121839170,0,1
1,2026-06-08 06:34:21.270378,121839170,23.8,1
1,2026-06-08 06:34:35.462814,121839170,0,2
solo,2026-06-08 06:34:35.668253,0,0
1,2026-06-08 06:34:35.462814,121839170,23.744999999999997,2
OPEN,2026-06-08 06:35:15.668970,0,0
1,2026-06-08 06:39:03.591450,121859271,0,1
1,2026-06-08 06:39:03.591450,121859271,22.06,1
OPEN,2026-06-08 06:39:43.592009,0,0
1,2026-06-08 06:39:45.766904,121836132,0,1
1,2026-06-08 06:39:45.766904,121836132,21.94,1
1,2026-06-08 06:40:15.642660,121836132,0,2
solo,2026-06-08 06:40:15.846814,0,0
1,2026-06-08 06:40:15.642660,121836132,22.245,2
OPEN,2026-06-08 06:40:55.847497,0,0
1,2026-06-08 06:41:08.439234,121839170,0,2
1,2026-06-08 06:41:08.439234,121839170,24.54,2
1,2026-06-08 06:41:23.287743,121839170,0,1
1,2026-06-08 06:41:23.287743,121839170,19.03,1
OPEN,2026-06-08 06:42:03.288259,0,0
1,2026-06-08 06:50:00.015727,121836132,0,2
1,2026-06-08 06:50:00.015727,121836132,22.57,2
1,2026-06-08 06:50:13.627910,121836132,0,1
1,2026-06-08 06:50:13.627910,121836132,21.83,1
solo,2026-06-08 06:50:17.737108,0,0
OPEN,2026-06-08 06:50:57.737829,0,0
1,2026-06-08 07:54:20.377545,12186133157,0,1
1,2026-06-08 07:54:20.377545,12186133157,22.32,1
1,2026-06-08 07:54:29.914546,12186133157,0,2
solo,2026-06-08 07:54:30.118327,0,0
1,2026-06-08 07:54:29.914546,12186133157,22.045,2
OPEN,2026-06-08 07:55:10.119087,0,0
1,2026-06-08 08:01:20.098200,12186133157,0,2
1,2026-06-08 08:01:20.098200,12186133157,22.810000000000002,2
1,2026-06-08 08:01:31.677897,12186133157,0,1
1,2026-06-08 08:01:31.677897,12186133157,19.735,1
OPEN,2026-06-08 08:02:11.678538,0,0
1,2026-06-08 08:23:16.935095,1218496122,0,1
1,2026-06-08 08:23:16.935095,1218496122,17.134999999999998,1
1,2026-06-08 08:23:25.356963,1218496122,0,2
1,2026-06-08 08:23:25.356963,1218496122,21.1,2
OPEN,2026-06-08 08:24:05.357653,0,0
1,2026-06-08 08:29:49.583683,1218496122,0,2
1,2026-06-08 08:29:49.583683,1218496122,22.805,2
1,2026-06-08 08:29:57.899440,1218496122,0,1
1,2026-06-08 08:29:57.899440,1218496122,21.685000000000002,1
OPEN,2026-06-08 08:30:37.899952,0,0
