Mode,Start_Time,Animal,Weight,Unit
1,2026-06-09 00:12:44.982024,121859271,0,2
1,2026-06-09 00:12:44.982024,121859271,23.07,2
1,2026-06-09 00:12:54.419681,121859271,0,1
solo,2026-06-09 00:12:55.027776,0,0
1,2026-06-09 00:12:54.419681,121859271,22.805,1
OPEN,2026-06-09 00:13:35.028495,0,0
1,2026-06-09 00:20:53.071825,121836132,0,1
1,2026-06-09 00:20:53.071825,121836132,22.415,1
1,2026-06-09 00:21:00.196739,121836132,0,2
1,2026-06-09 00:21:00.196739,121836132,22.15,2
OPEN,2026-06-09 00:21:40.197533,0,0
1,2026-06-09 00:28:58.413400,121836132,0,2
1,2026-06-09 00:28:58.413400,121836132,21.84,2
1,2026-06-09 00:29:04.358947,121836132,0,1
1,2026-06-09 00:29:04.358947,121836132,20.37,1
solo,2026-06-09 00:29:08.427783,0,0
OPEN,2026-06-09 00:29:48.428537,0,0
1,2026-06-09 01:23:14.351582,12186133157,0,1
2,2026-06-09 01:23:15.570374,12186133157,0,1
2,2026-06-09 01:23:15.570374,12186133157,16.965,1
1,2026-06-09 01:23:38.289110,12186133157,0,2
solo,2026-06-09 01:23:38.492236,0,0
1,2026-06-09 01:23:38.289110,12186133157,21.54,2
OPEN,2026-06-09 01:24:18.492961,0,0
1,2026-06-09 01:29:25.265103,12186133157,0,2
1,2026-06-09 01:29:25.265103,12186133157,22.5,2
1,2026-06-09 01:29:39.686839,12186133157,0,1
1,2026-06-09 01:29:39.686839,12186133157,12.2,1
solo,2026-06-09 01:29:45.705407,0,0
OPEN,2026-06-09 01:30:25.706152,0,0
1,2026-06-09 01:38:23.017025,121839170,0,1
1,2026-06-09 01:38:23.017025,121839170,13.895,1
1,2026-06-09 01:38:30.505384,121839170,0,2
1,2026-06-09 01:38:30.505384,121839170,19.45,2
OPEN,2026-06-09 01:39:10.506066,0,0
1,2026-06-09 01:48:40.516703,1218496122,0,1
1,2026-06-09 01:48:40.516703,1218496122,13.469999999999999,1
