Mode,Start_Time,Animal,Weight,Unit
1,2026-06-19 00:03:09.120302,121836132,0,2
1,2026-06-19 00:03:09.120302,121836132,23.945,2
1,2026-06-19 00:03:28.904765,121836132,0,1
solo,2026-06-19 00:03:29.108926,0,0
1,2026-06-19 00:03:28.904765,121836132,23.575,1
OPEN,2026-06-19 00:04:09.109646,0,0
1,2026-06-19 00:05:50.722276,121836132,0,1
1,2026-06-19 00:05:50.722276,121836132,23.92,1
1,2026-06-19 00:06:01.114712,121836132,0,2
solo,2026-06-19 00:06:01.319845,0,0
1,2026-06-19 00:06:01.114712,121836132,24.63,2
OPEN,2026-06-19 00:06:41.320621,0,0
1,2026-06-19 00:09:22.870327,1218496122,0,1
1,2026-06-19 00:09:22.870327,1218496122,24.82,1
1,2026-06-19 00:09:32.458167,1218496122,0,2
solo,2026-06-19 00:09:32.662913,0,0
1,2026-06-19 00:09:32.458167,1218496122,18.165,2
OPEN,2026-06-19 00:10:12.663665,0,0
1,2026-06-19 00:14:29.665967,121836132,0,2
1,2026-06-19 00:14:29.665967,121836132,24.23,2
1,2026-06-19 00:14:39.868754,121836132,0,1
solo,2026-06-19 00:14:40.073982,0,0
1,2026-06-19 00:14:39.868754,121836132,22.95,1
OPEN,2026-06-19 00:15:20.074780,0,0
1,2026-06-19 00:17:03.337199,121836132,0,1
1,2026-06-19 00:17:03.337199,121836132,23.7,1
1,2026-06-19 00:17:13.826736,121836132,0,2
solo,2026-06-19 00:17:14.030736,0,0
1,2026-06-19 00:17:13.826736,121836132,23.715,2
OPEN,2026-06-19 00:17:54.031584,0,0
1,2026-06-19 00:18:19.279425,121836132,0,2
1,2026-06-19 00:18:19.279425,121836132,23.985,2
1,2026-06-19 00:18:30.462069,121836132,0,1
solo,2026-06-19 00:18:30.666144,0,0
1,2026-06-19 00:18:30.462069,121836132,23.615000000000002,1
OPEN,2026-06-19 00:19:10.666912,0,0
1,2026-06-19 00:22:37.100402,12186133157,0,1
1,2026-06-19 00:22:37.100402,12186133157,0,1
OPEN,2026-06-19 00:23:17.101053,0,0
1,2026-06-19 00:23:25.831821,1218496122,0,2
1,2026-06-19 00:23:25.831821,1218496122,24.814999999999998,2
1,2026-06-19 00:23:35.367691,1218496122,0,1
solo,2026-06-19 00:23:35.572549,0,0
1,2026-06-19 00:23:35.367691,1218496122,24.61,1
OPEN,2026-06-19 00:24:15.573747,0,0
999,2026-06-19 00:25:26.759003,1102000232,999,1
1,2026-06-19 00:25:26.764527,12186133157,0,1
1,2026-06-19 00:25:26.764527,12186133157,24.39,1
1,2026-06-19 00:25:57.895776,12186133157,0,2
solo,2026-06-19 00:25:58.100800,0,0
1,2026-06-19 00:25:57.895776,12186133157,18.135,2
OPEN,2026-06-19 00:26:38.101545,0,0
1,2026-06-19 00:26:42.180595,121836132,0,1
1,2026-06-19 00:26:42.180595,121836132,24.52,1
1,2026-06-19 00:26:54.252765,121836132,0,2
solo,2026-06-19 00:26:54.457727,0,0
1,2026-06-19 00:26:54.252765,121836132,20.585,2
OPEN,2026-06-19 00:27:34.458422,0,0
1,2026-06-19 00:36:04.158055,121836132,0,2
1,2026-06-19 00:36:04.158055,121836132,24.375,2
1,2026-06-19 00:36:14.195894,121836132,0,1
solo,2026-06-19 00:36:14.400789,0,0
1,2026-06-19 00:36:14.195894,121836132,23.98,1
OPEN,2026-06-19 00:36:54.401546,0,0
1,2026-06-19 00:37:48.274092,121859271,0,1
1,2026-06-19 00:37:48.274092,121859271,25.225,1
1,2026-06-19 00:38:09.241133,121859271,0,2
solo,2026-06-19 00:38:09.446227,0,0
1,2026-06-19 00:38:09.241133,121859271,21.565,2
OPEN,2026-06-19 00:38:49.447280,0,0
1,2026-06-19 00:39:28.859472,121836132,0,1
1,2026-06-19 00:39:28.859472,121836132,23.895,1
1,2026-06-19 00:39:50.813370,121836132,0,2
solo,2026-06-19 00:39:51.017039,0,0
1,2026-06-19 00:39:50.813370,121836132,23.82,2
OPEN,2026-06-19 00:40:31.017866,0,0
1,2026-06-19 00:43:11.260866,121836132,0,2
1,2026-06-19 00:43:11.260866,121836132,24.145,2
1,2026-06-19 00:43:21.649685,121836132,0,1
solo,2026-06-19 00:43:21.857673,0,0
1,2026-06-19 00:43:21.649685,121836132,23.56,1
OPEN,2026-06-19 00:44:01.858394,0,0
1,2026-06-19 00:57:43.853673,121836132,0,1
1,2026-06-19 00:57:43.853673,121836132,23.96,1
1,2026-06-19 00:57:50.693875,12186133157,0,2
1,2026-06-19 00:57:50.693875,12186133157,21.505000000000003,2
start Lindzey,2026-06-19 00:57:57.887622,0,0
2,2026-06-19 00:58:00.043530,121836132,0,2
End Lindzey,2026-06-19 00:58:30.046264,0,0
OPEN,2026-06-19 00:58:40.047117,0,0
999,2026-06-19 00:59:50.563794,1102000232,999,2
1,2026-06-19 00:59:50.568902,121859271,0,2
1,2026-06-19 00:59:50.568902,121859271,24.16,2
OPEN,2026-06-19 01:00:30.569664,0,0
1,2026-06-19 01:01:57.056597,121836132,0,2
1,2026-06-19 01:01:57.056597,121836132,24.08,2
1,2026-06-19 01:02:07.002645,121836132,0,1
solo,2026-06-19 01:02:07.207788,0,0
1,2026-06-19 01:02:07.002645,121836132,23.71,1
OPEN,2026-06-19 01:02:47.208555,0,0
1,2026-06-19 01:06:00.882420,121859271,0,2
1,2026-06-19 01:06:00.882420,121859271,18.2,2
OPEN,2026-06-19 01:06:40.883147,0,0
