Mode,Start_Time,Animal,Weight,Unit
1,2026-06-04 00:06:06.798760,121836132,0,1
1,2026-06-04 00:06:06.798760,121836132,22.415,1
1,2026-06-04 00:06:35.959535,121836132,0,2
solo,2026-06-04 00:06:36.163447,0,0
2,2026-06-04 00:06:38.594831,121836132,0,2
3,2026-06-04 00:06:40.013272,121836132,0,2
3,2026-06-04 00:06:40.013272,121836132,22.605,2
OPEN,2026-06-04 00:07:20.015819,0,0
1,2026-06-04 00:07:32.388406,1218496122,0,2
1,2026-06-04 00:07:32.388406,1218496122,25.43,2
1,2026-06-04 00:07:43.228742,1218496122,0,1
solo,2026-06-04 00:07:43.432746,0,0
1,2026-06-04 00:07:43.228742,1218496122,24.53,1
2,2026-06-04 00:07:49.987394,1218496122,0,1
OPEN,2026-06-04 00:08:29.990216,0,0
1,2026-06-04 00:08:43.866674,1218496122,0,1
1,2026-06-04 00:08:43.866674,1218496122,25.15,1
1,2026-06-04 00:09:13.828982,1218496122,0,2
solo,2026-06-04 00:09:14.033766,0,0
1,2026-06-04 00:09:13.828982,1218496122,24.96,2
OPEN,2026-06-04 00:09:54.034444,0,0
1,2026-06-04 00:09:55.605059,1218496122,0,2
1,2026-06-04 00:09:55.605059,1218496122,25.785,2
1,2026-06-04 00:10:09.204028,1218496122,0,1
solo,2026-06-04 00:10:09.407664,0,0
2,2026-06-04 00:10:11.638290,1218496122,0,1
2,2026-06-04 00:10:11.638290,1218496122,24.11,1
OPEN,2026-06-04 00:10:51.640853,0,0
1,2026-06-04 00:16:13.293802,121836132,0,2
1,2026-06-04 00:16:13.293802,121836132,23.11,2
1,2026-06-04 00:16:22.688429,121836132,0,1
solo,2026-06-04 00:16:22.892558,0,0
1,2026-06-04 00:16:22.688429,121836132,19.52,1
OPEN,2026-06-04 00:17:02.893311,0,0
1,2026-06-04 00:21:07.170233,1218496122,0,1
1,2026-06-04 00:21:07.170233,1218496122,24.86,1
1,2026-06-04 00:21:30.974662,1218496122,0,2
solo,2026-06-04 00:21:31.180759,0,0
1,2026-06-04 00:21:30.974662,1218496122,24.67,2
2,2026-06-04 00:21:41.015407,1218496122,0,2
OPEN,2026-06-04 00:22:21.018386,0,0
1,2026-06-04 00:22:32.342762,121836132,0,1
1,2026-06-04 00:22:32.342762,121836132,22.98,1
1,2026-06-04 00:22:47.352167,121836132,0,2
solo,2026-06-04 00:22:47.556403,0,0
1,2026-06-04 00:22:47.352167,121836132,22.97,2
OPEN,2026-06-04 00:23:27.557085,0,0
1,2026-06-04 00:23:39.142345,121836132,0,2
1,2026-06-04 00:23:39.142345,121836132,23.42,2
1,2026-06-04 00:23:56.509657,121836132,0,1
solo,2026-06-04 00:23:56.713889,0,0
1,2026-06-04 00:23:56.509657,121836132,22.08,1
OPEN,2026-06-04 00:24:36.714639,0,0
1,2026-06-04 00:24:39.596546,121836132,0,1
1,2026-06-04 00:24:39.596546,121836132,22.84,1
1,2026-06-04 00:24:53.935287,121836132,0,2
solo,2026-06-04 00:24:54.140046,0,0
1,2026-06-04 00:24:53.935287,121836132,22.895000000000003,2
OPEN,2026-06-04 00:25:34.140638,0,0
1,2026-06-04 00:25:41.978128,121836132,0,2
1,2026-06-04 00:25:41.978128,121836132,23.384999999999998,2
1,2026-06-04 00:26:24.226634,121836132,0,1
solo,2026-06-04 00:26:24.429835,0,0
